id,company,department,job,base,work_begin,work_end,launch_time,dinner_time,wed,fri,workdays,summary,remark,category,suggestion,struct,welfare,is_foreign,domain
803,美团,金服,系统开发实习,上海,10.30左右到即可,9点走的比较多,12:00,18:00,否,会有活动，可以早走,5,实习生无日报周报,,互联网， 金融,,,,,金融
804,腾讯,TEG数平,算法,深圳,10:00,20:30~22:00,11:30,05:30,否,吃完饭就走,5,周报,,互联网,,,,,互联网
805,百度,推荐策略部,算法,上海,10:30,9:00之后,12:30-2:00,06:30,否,可以早走,5,是,日报周报都有,互联网,,,,,互联网
806,百度,meg,前端,北京,10,9,12,18,否,否,5,周报,,互联网,,,,,互联网
807,小米,手机部相机部,软开,北京,10点左右,9点左右,11点半到2点,5点半到7点,否,否,5,周报,氛围很轻松，工资一般,互联网,,,,,互联网
808,中国银行,中银金科,前端,上海,08:30,5:30/9:00,11:30-1:30,5:30-7:00,无，但周二固定加班到9点,无，但周四固定加班到9点,5,周报，月报,,互联网， 金融,,,,,互联网
808,中国银行,中银金科,前端,上海,08:30,5:30/9:00,11:30-1:30,5:30-7:00,无，但周二固定加班到9点,无，但周四固定加班到9点,5,周报，月报,,互联网， 金融,,,,,金融
809,京东,零售 数据与技术中心 基础交易质量,测试开发,北京,9.3,9,2h,1h,不,可以7点早走,5,是 周报and日报,对不起我看到上面那个写八点就能下班的，忍不住了,互联网,,,,,互联网
810,华为,智能协作产品部,开发,西安,09:00,21:00,11:50,17:30,否,一般17:30走，项目过点可能通宵,5,日报,有月末周六， 周六日常加班，项目过点一般23:00走,通信,,,,,其他
811,华为,cbg,软件开发,上海,09:00,9:00-10:00 小组从PL开始卷 走的很晚,12:30-14:00,5:30-19:00,是,是,月末加班一天 其他双休,周报,终端OS部门,互联网， 通信,,,,,互联网
812,小米,手机部-系统软件部,项目经理,北京,10:30左右（弹性，不打卡）,22:00-24:00 ，视项目情况而定,12:00-14:00,弹性,否,否,5-6（视项目情况而定）,有项目周会,项目紧张时加班较严重,互联网， 通信,,,,,互联网
813,伯骐人才（技术猎头公司）,专注研发领域,Founder,上海,09:30,6点左右,11:45,自定,无,有时提前下班,5,是,微信号：bendypan001,互联网,,,,,互联网
814,字节,智能创作,产品,北京,10:30,9点,12月14日,18:50,双周活动日,,5,否,氛围不错,互联网,,,,,互联网
815,中芯国际集成电路制造（上海）有限公司,Mask Shop,Engineer,上海,08:30,17:30,11:30-12:00,18:00,否,否,5,不需要,正常下班，偶尔有事可能会留下来加班，加班费都是法定支付。,半导体,,,,,其他
816,字节跳动,懂车帝,产品,重庆,10:30,21点以后，有时候会晚一些,12:00,18:50,公司取消大小周后无,一般早点走,大小周,,,互联网,,,,,互联网
817,美团,美团优选,后端,北京,10点30左右，晚于11点需要提前和tl报备,大部分人都是10点走，有事的话11点12点都有可能,12点，大概休息到2点工作,6点，大概到7点工作,有固定会议，可能会持续很晚,否,5,实习生和校招新人发三个月,8点后下班每天30餐补，9点半后打车报销（快车报全价，豪华型85%），有时候晚上很久才能打到车。,互联网,,,,,互联网
818,滴滴,R lab,测开,北京,10点半前后,最早九点，晚的话十点到凌晨,12点,6点后自行安排,不特殊,六七点就能下班,5,是,超级卷，项目多 管理混乱,互联网,,,,,互联网
819,携程,大住宿BG,算法,上海,10:00左右,19:00-22:30弹性,1h,1h,否,一般可提前下班,5,周报,,互联网,,,,,互联网
820,ONES,设计,设计,深圳,10-10:30,06:30,12:30-14:00,6:30 以后,无,无,5,无,,互联网,,,,,互联网
821,上海微电子,前道,软件控制设计,上海,9,7月9日,12,6,n,n,5月6日,n,,机械,,,,,其他
822,腾讯,腾讯视频,客户端,深圳,10:00,8:00-后,12:00-14:00,18:00-19:00,否,有早走的,5,,,互联网,,,,,互联网
823,阿里,CRO,java,杭州,09:30,9，但日报，干不完就得10-11,12,6,否,是,5,日报,氛围不太好，项目管理有点乱，对新人有些push,互联网， 民营企业,,,,,互联网
824,上海晟合坤,后端,后端开发,上海,9,21,11：30-13：00,17：30-19：00,否,否,5,日报，所有人,公司福利差，一个人干两个人的活,互联网， 金融,,,,,金融
824,上海晟合坤,后端,后端开发,上海,9,21,11：30-13：00,17：30-19：00,否,否,5,日报，所有人,公司福利差，一个人干两个人的活,互联网， 金融,,,,,互联网
825,网易,网易云音乐,运营,杭州,09:30,20:00,12:00-14:00,18:00-19:00,否,否,5,看部门，不强求,不赚钱,互联网,,,,,互联网
826,虎牙,移动技术中心,客户端,广州,10:30,21:00,12:00,18:30,否,18:30走,5,周报,看别的部门很多七点多走的，21:00走，第二天可以11点前来,互联网,,,,,互联网
827,腾讯,基础产品部,客户端开发,广州,11月12日,12月1日,12月14日,18-19,否,否,5,否,,互联网,,,,,互联网
828,搜狐,社交部门（狐友）,产品,北京,9点30,6点30,12点-2点,准时下班,不,不,5,周报,,互联网,,,,,互联网
829,腾讯,安全,渗透工程师,武汉,10:20,20:20,11:20,05:30,无,无,5,是,,互联网,,,,,互联网
830,紫光展锐,集成研发,AI软件开发,西安,8.3,5.3,11.3,5.3,无,无,5,有日报周报,,互联网， 通信,,,,,互联网
831,网易,互娱·技术中心,开发/算法,杭州,09:30,20:30,12:00-14:00,18:00-19:00,否,18:00直接下班,5,是,,互联网,,,,,互联网
832,小红书,商业部,广告执行,上海,10-10:30,07:00,12:00-2:00,06:00,否,否,5月6日,否,,互联网,,,,,互联网
833,海康威视,研究院,算法,杭州,9-9：30,9：00-9：30,12-1：30,6-6：30,偶尔有急事可早走,偶尔有急事可早走,大小周,周报,,互联网,,,,,互联网
834,阿里,阿里妈妈,产品运营,杭州,10:00,18：00以后，一般是21：00,12：00～14：00,18:00,否,回上海的话5点多就能溜了,5,是,,互联网,,,,,互联网
835,OPPO,用户平台,产品经理,深圳,9.3,21,12,6,运动日,无,5,是,,互联网,,,,,互联网
836,美团,交易系统平台,后端,北京,十点半,九点半,两个小时,一个小时,否,周五吃完晚饭可以走,5,周报/月报/三月述职,比较卷，各种乱七八糟的东西，心累,互联网,,,,,互联网
837,快手,MMU,算法,北京,10,21.30-22.00,12月14日,19,否,八点可走,5,周报,,互联网,,,,,互联网
838,阿里,蚂蚁-客权,数据分析,杭州,09:30,20-21,12:00,06:00,否,可早走,5,周报,,互联网,,,,,互联网
839,百度,自然语言处理部,算法,北京,10:00,22:00往后,12:00-14:00,18:00-19:00,否,否,5,是，新人要写半年日报。周报所有人都要写,比较卷，部门大部分LowT都是10点往后走，同事之间交流很少。试用期的任务比较重。,互联网,,,,,互联网
840,快手,商业化,数分,北京,10:30,9月10日,12月14日,7月8日,否,是,5,周报,,互联网,,,,,互联网
841,腾讯,PCG-微视,客户端开发,深圳,10:00,10:00,11:30-14:00,17:30-19:00,无,6点下班,5,所有人晨会,,互联网,,,,,互联网
842,腾讯,CDG-FIT,后台,深圳,09:30,8:30-10:00,12:00,06:00,,可以早走，7点左右,5,是,FIT技术一般，所在组的氛围还可以,互联网,,,,,互联网
843,中国工商银行股份有限公司,软件开发中心,前、后端以及测试都一样,所有分中心,八点半,十七点半,11.30－13.30,17.3,不特殊,不特殊,5,看情况,中心要求二四加班 会有培训 一般七点半到八点培训结束 有些基地直接说明124加班。但是纯属磨洋工。,互联网， 金融,,,,,金融
843,中国工商银行股份有限公司,软件开发中心,前、后端以及测试都一样,所有分中心,八点半,十七点半,11.30－13.30,17.3,不特殊,不特殊,5,看情况,中心要求二四加班 会有培训 一般七点半到八点培训结束 有些基地直接说明124加班。但是纯属磨洋工。,互联网， 金融,,,,,互联网
844,字节跳动,商业化战略,海外战略,北京,11:00,09:00,12：00-12:40,6:50-7:30,两周一次活动日，可以6:00走,,5,开会做笔记,,互联网,,,,,互联网
845,华为,CBG云服务,后端,南京,09:00,21:30~22:00,12:00-14:00,18:00-19:00,18:00-19:00,18:00-19:00,5+月末周六,日报,,互联网,,,,,互联网
846,德勤管理咨询,SAM,Analyst,上海,09:00,21:00,12:00,18:00,否,是,5~6,否,下班继续BD!,外企,,,,,外企
847,腾讯,云产品一部,后台开发,深圳,10,07:00,,,,,5,周报,工作内容比较挑战，不是很卷，leader还比较nice,互联网,,,,,互联网
848,美团,优选商品,后端,北京,11,23,2,1,否,否,5,是,周报要求贼多，往死了卷，日常各种扣小细节，还总打击。,互联网,,,,,互联网
849,腾讯,魔术师工作室,后台开发,深圳科兴,09:30,21:00,12:00-14:00,18:00-19:00,周三健康日,否,大部分时候5，偶尔6,否,,互联网,,,,,互联网
850,育碧中国,手游中国,运营,上海,9月10日,6-7（呆满9小时）,12-1（2点也行）,随意,,,5,,绝不加班 休息日绝无工作,互联网,,,,,互联网
851,英特尔,SATG,深度学习软件开发工程师,上海,09:00,04:50,11:00饭堂开始放饭，一般12:00去吃,4:30可以去饭堂吃饭,否,可以早走,5,没日报和周报，正式员工每个月向部门群发1000字左右的月报,我从互联网大厂跳槽过来，时薪吊打互联网，不打卡，弹性工作时，一周大概有一半时间可以在家办公，活干完就行。没有末尾淘汰，每次考核只和自己的上次绩效做比较，企业文化与同事氛围nice，组内多数同事司龄15年+，入职两年多部门里开过几次退休欢送会，欢送一些年纪到了退休年龄的同事退休。,外企,,,,,外企
852,字节,懂车帝二手车,运营,北京,10:00,22:30,12:00,18:50,理论特殊 实际不会,无,大小周,看领导,,互联网,,,,,互联网
853,工行,软件开发中心,开发/测试等,珠海/广州/杭州/上海/北京/西安/成都,08:30,17:30,11:30 ~ 13:30,17:30 ~ 18:30,否,否,5,日报,每周二/四晚固定加班，一般到 9:00，也有很多人忙项目开发测试进度，一周好几晚都加，周末也加；每月版本投产/变更次数多，投产一般周六晚熬夜，周日白天继续支持业务验证；早上上班 08:30 前，使用 APP 定位打卡或入园区时刷脸自动打卡，08:30 ~ 09:00 为灰色打卡时间，计入迟到次数，每月的基地/部门例会，会统计各人员迟到次数排行榜；每天早上(大约08:40 ~ 09:00)各小组小团队开早会(站会)；…,金融， 国企,,,,,金融
854,快手,电商,后端,北京,09:30,22:00,2,1,否,否,5,是,汪姓某位leader擅长pua与画饼（组内同学都知道），死抠排期，做事大部分都是几分钟的热度。不过组内同学氛围很好。,互联网,,,,,互联网
855,新浪,UDC（设计中心）,设计,北京,最晚10点,18:00-不等（部门要求达到平均10.4/天 ）,12:00-13:00,18:00,无,无（一般会早点跑路）,5,无 但需要随时更新jira,活儿很多 但leader人很好,互联网,,,,,互联网
856,Fast Retailing(迅销）,Ges,后端开发,上海,9,6,1.5,,否,否,5,否,10天年假,外企,,,,,外企
857,腾讯,IEG-增值服务部,开发,深圳,9:30-10:00,闲时8点开始走人，忙时平均10-11点,11:40,17:40,没事下午6点可以走,leader会提示大家没事早点走,5，加班须申请,,,互联网,,,,,互联网
858,Synopsys,DDG,研发,上海,10,6,12.00-13.00(不固定),无,无,无,5,周报,氛围好 不加班 离公司远可申请wfh,外企,,,,,外企
859,阿里,天猫超市,运营,杭州,09:30,22:00,12:00,18:00,否,一般可以6:00走,5,否,,互联网,,,,,互联网
860,航空工业,信息化,全栈,上海,08:30,05:00,11:15,05:00,,,5,否,,国企,,,,,其他
861,新浪,广告,销售,安徽,9,6,12,无,无,无,5,是,,互联网,,,,,互联网
862,哈啰出行,营销平台,后端,上海,10:15,9点开始有人走,1214,1819（约一个半小时）,FALSE,周五7点开始走人,5,试用期日报，转正后周报,,互联网， 民营企业,,,,,互联网
863,美团,交易系统平台,后端,北京,10-10.30,9.30开始有人走,12.00-14.00,18.00-19.00,否,可以回家吃饭,5,都要,卷 注重业务稳定性,互联网,,,,,互联网
864,airoha,SD2,开发,南京,9:00-9:15,18:00 - 20:00,11:30-1:30,6:00-7:00,否,否,5,所有员工均要求日报,7:00后算加班,互联网,,,,,互联网
865,insta360,研究院,深度学习实习生,前海人寿金融中心,09:30,18:00,12:30-14:00,无,否,否,5,周报,因为老东家比较好，所以特此填写，我是第一次实习，公司很人性化很自由，各方面留给我的印象都是比较好的，公司比较高效直接，但厕所有点少,互联网,,,,,互联网
866,正部级政府部门,大部分部门,副主科,北京,08:30,05:30,11:30,05:00,否,否,5,否,oncall不定期加班，无加班费,公务员,,,,,其他
867,Avature,基本适用于所有部门,基本适用于所有岗位,深圳,随意 看个人工作内容和开会时间 基本十点左右,随意 看个人工作内容和开会时间 基本六点左右,随意 看个人工作内容和开会时间 基本十二点左右 ,下班了啥时候吃吃不吃看自己哈哈 反正公司没有饭吃,否,否,5,否,节假日有福利（购物卡月饼粽子啥的） 年底有一天聚会（工作日） 无年终奖/奖金， 非常自由 可以wfh wl非常b哈哈哈哈哈,互联网， 外企,,,,,互联网
867,Avature,基本适用于所有部门,基本适用于所有岗位,深圳,随意 看个人工作内容和开会时间 基本十点左右,随意 看个人工作内容和开会时间 基本六点左右,随意 看个人工作内容和开会时间 基本十二点左右 ,下班了啥时候吃吃不吃看自己哈哈 反正公司没有饭吃,否,否,5,否,节假日有福利（购物卡月饼粽子啥的） 年底有一天聚会（工作日） 无年终奖/奖金， 非常自由 可以wfh wl非常b哈哈哈哈哈,互联网， 外企,,,,,外企
868,blued,算法大数据,算法,北京,09:30,6:30后,11:30-13:30,07:30,否,否,5,晨会、周报,,互联网,,,,,互联网
869,医渡云（上市编码：HK.2158）,基础架构部,架构运维,北京,10:00,20:00--22:00,11:45--13:00,19:00-20:00,无特殊,无特殊,5,是,领导非常舒服，坐等年底领分红就行。小弟累断腿，年终撑死是个B。,互联网， 其他,,,,,互联网
870,新城控股总部,研发中心,景观研发,上海,08:30,不定,11:30,17:30,否,否,基本6,是,,地产,,,,,其他
871,字节,data-内容,前端,北京,10:30,正式9:30左右,12:00,18:50,活动日可早走,可早走,5,周报都有，日报看情况,,互联网,,,,,互联网
872,中国银联,软件开发中心,后端,上海,08:30,大多数在20:30~21:00,11:30~1:30,17:30,否,17:30走人,5,日报,工作压力小，食堂和其它福利待遇都很好，适合养老,国企,,,,,其他
873,阿里,淘系技术部-前端技术,前端,杭州,9:30-10:30,7-10都有，比较灵活,12,18,否,可早走,5,都有,同组校招生都是卷王，老员工都要被卷死了,互联网,,,,,互联网
874,中国移动在线营销服务中心,互联网部,运营,杭州,08:30,18:30-19:30,2,随缘,否,否,5.5,所有人周报,收入偏低,通信,,,,,其他
875,掌阅科技,投放中心,广告优化师,北京,9：00到10：30弹性时间,7点前后弹性半小时,12点,19点,否,否,5,周报,,互联网,,,,,互联网
876,猎头公司,业务部门,猎头顾问,成都,9.30-10.00,8.00-10.30,12.00-1.30,随意,固定加班,固定不加班,5,是,,其他,,,,,其他
877,美团,到家-营销算法,算法工程师,北京,10:00,21:00，boss会查看工作时长排名,12:00,06:00,否,是，可以早走,5,是，每周周报,,互联网， 民营企业,,,,,互联网
